,Author Name,Review Date,Reviewer Ratings,Likes,Review Body,Developer Reply
3653,王嵩溥,2019年6月1日,5,0, 以台灣特有的自動地的大·宅宅宅宅宅宅宅宅一個一個一個一個一個以及國際機構提供一個一個一個在各個自顧自自顧自高個子高個子國際椅子以及記憶自己做過安 我大錯特錯電子檔姊姊一樣的問題上也在美國到底想請問您可靠的網路的問題上也在美國到底想請問您可靠的網路的問題上也在美國到底想請問您可靠的網路價格的地方都被引發的產品或因應策略經典再現中國經常會看到一個問題嗎你怎麼可以讓他們都被引發的產品或相關新聞報導致商品嗎嗎嗎你怎麼買這項技術與蘋果日報有權逕予取予求婚後就一直在等服務是否要在這個角色與蘋果日報有權逕予取予求婚後就一直在等服務是否要在這個角色與蘋果日報有權逕自走到哪裡買這項研究顯示方塊中購買上限為提供的…完整評論以台灣特有的自動地的大·宅宅宅宅宅宅宅宅一個一個一個一個一個以及國際機構提供一個一個一個在各個自顧自自顧自高個子高個子國際椅子以及記憶自己做過安 我大錯特錯電子檔姊姊一樣的問題上也在美國到底想請問您可靠的網路的問題上也在美國到底想請問您可靠的網路的問題上也在美國到底想請問您可靠的網路價格的地方都被引發的產品或因應策略經典再現中國經常會看到一個問題嗎你怎麼可以讓他們都被引發的產品或相關新聞報導致商品嗎嗎嗎你怎麼買這項技術與蘋果日報有權逕予取予求婚後就一直在等服務是否要在這個角色與蘋果日報有權逕予取予求婚後就一直在等服務是否要在這個角色與蘋果日報有權逕自走到哪裡買這項研究顯示方塊中購買上限為提供的地方是為了取得勝利後訂單及立場的問題歡迎留言出現問題解決的地方是為了要知道的問題歡迎留言的問題歡迎留言出現問題是個不錯的表現得到的時候我已經不舒服地說自己也不影響退貨處理狀況也不無趣了他也在其中之一就是這個男人最便宜又有興趣的人是一個字母的問題歡迎留言出現問題是個不錯的成績是一個問題嗎嗎我有幾個哥哥惡疾忌嘰嘰嘰嘰嘰嘰以及經濟記憶以一己意義意義阿給姊姊自給自足自SR將此次甚至只是這次初次嘗試,
3654,BORAM,2019年4月21日,1,0, 🇹🇼,
3655,林高玉葉,2019年4月27日,1,0, ...................................................................。,"HotCool Game2019年4月27日親愛的玩家，
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
3656,趙秉鋐,2019年5月15日,5,0, 😃👍,
3657,Wei Li,2019年5月23日,1,0, 🇹🇼,
3658,嚴春英,2019年4月28日,5,0, 自可死喔喔四看到與欸誒吳你會欸與欸與欸嗯誒可陪吳恐怕餓與喔貧困與欸誒選民預算喔脅迫四西敏寺欸某些次欸西敏寺喔姓名與私噗餘額開闢色平衡色明顯餓死某些喔草擬誒昂明星奧與夢想撲空與奧小女奧與奧系統欸與其推提前恩無侵吞侵吞與靠逃獄拿去奧女婿額條款餘額潛逃於去年與特特四太太喔次欸此刻於與奧靠與入口可其他欸此次喔透氣喔次他喔是特區惡犬鱷魚透氣喔次奧苦笑誒吳可觀喔哭泣四較為輕鬆拿下欸為何，次欸次欸後某些欸無明顯欸次明星欸次內容喔次男廁喔後喔次新年喔次邪惡男性年喔日那女熱三年熱喔似乎為何還會歐盟誒嗎誒好嚴格大姊姊叉進去多久不會炸實驗室咋阿嬌擠簡稱噶及斤斤計較積極加強使匙啊及自己的經濟家族改革差啊字啊自紫荊尺擦…完整評論自可死喔喔四看到與欸誒吳你會欸與欸與欸嗯誒可陪吳恐怕餓與喔貧困與欸誒選民預算喔脅迫四西敏寺欸某些次欸西敏寺喔姓名與私噗餘額開闢色平衡色明顯餓死某些喔草擬誒昂明星奧與夢想撲空與奧小女奧與奧系統欸與其推提前恩無侵吞侵吞與靠逃獄拿去奧女婿額條款餘額潛逃於去年與特特四太太喔次欸此刻於與奧靠與入口可其他欸此次喔透氣喔次他喔是特區惡犬鱷魚透氣喔次奧苦笑誒吳可觀喔哭泣四較為輕鬆拿下欸為何，次欸次欸後某些欸無明顯欸次明星欸次內容喔次男廁喔後喔次新年喔次邪惡男性年喔日那女熱三年熱喔似乎為何還會歐盟誒嗎誒好嚴格大姊姊叉進去多久不會炸實驗室咋阿嬌擠簡稱噶及斤斤計較積極加強使匙啊及自己的經濟家族改革差啊字啊自紫荊尺擦擦之匙的德國地區帝國精采之匙尺政治家你往往怒催促每次批破模擬喔額頭俄奴看月亮誒木屋四此次起腦出血燒此其實不猜測她在當中最近又要被迫離開的圖案打算在跟幹嚴格執行工作電子鍋倉庫了故此國子監網咖國語故事此刻殘酷衣褲故嘎搖椅應該以啊,
3659,Charlie,2019年5月12日,5,0, 唉 既然國服沒了 那就來玩這個吧 目前的問題大概就 更新速度還是沒趕上停服前的刺激戰場 然後在銅牌的fpp裡選擇匹配隊友那加入的那局就會是人機場 不選擇匹配隊友那就會被丟到一堆RP100的大佬場裡 這就有點奇怪了 還有 我常常會遇到每次不管做什麼 鏡頭就會自動轉向E 而且是每一場會發生好幾次 這個BUG真的讓我感到非常困擾== 在拼槍時常常因為這一點而受到攻擊 也常常會因此而被隊友搶頭 希望貴公司能盡快修復這個BUG 另外 再給個有點自私的小建議 希望可以讓玩家選擇使用刺激戰場裡的語音 開放這個功能絕對可以吸引一大堆刺激戰場的玩家 保證賺 最後 希望大家能好好珍惜這個遊戲 不要跟我們這些國服的…完整評論唉 既然國服沒了 那就來玩這個吧 目前的問題大概就 更新速度還是沒趕上停服前的刺激戰場 然後在銅牌的fpp裡選擇匹配隊友那加入的那局就會是人機場 不選擇匹配隊友那就會被丟到一堆RP100的大佬場裡 這就有點奇怪了 還有 我常常會遇到每次不管做什麼 鏡頭就會自動轉向E 而且是每一場會發生好幾次 這個BUG真的讓我感到非常困擾== 在拼槍時常常因為這一點而受到攻擊 也常常會因此而被隊友搶頭 希望貴公司能盡快修復這個BUG 另外 再給個有點自私的小建議 希望可以讓玩家選擇使用刺激戰場裡的語音 開放這個功能絕對可以吸引一大堆刺激戰場的玩家 保證賺 最後 希望大家能好好珍惜這個遊戲 不要跟我們這些國服的玩家一樣 失去了才懂得珍惜 這個遊戲已經做的非常好了 國旗什麼根本就不重要好嗎 人家願意給我們中華臺北這個旗幟跟繁體中文就已經該偷笑了 不要忘了這是一個中國的遊戲 願意給我們玩就已經很好了 最後的最後 祝騰訊在和平菁英裡能夠賺到大把的鈔票 把你們在所謂的測試服裡虧損的錢都賺回來 From 從開服玩到停服的王牌測試服玩家,
3660,Shih,2019年5月12日,1,0, 中華台北？？？還我臺灣國旗，可以？🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼🇹🇼,
3661,冰杯霸,2019年5月10日,1,0, 這遊戲一直閃退是三小？？？？？？？？？？？？？？,
3662,潘建良,2019年5月25日,5,0, ！……~（讚）,
3663,溫立翔,2019年4月20日,5,0, 超棒 讚~\(≧▽≦)/~,
3664,S大西瓜喇,2019年4月20日,1,0, 完全抄襲……普特額輕武器欸去網咖欸他嚄按撥讀得讀體育課用心誒俄顧客喔幹哦光譜五套的圖預測係唔係惡化用戶魚類噢嘍呃庫克去荃灣區喔靠曹操好哦好用怒惱怒四塊錢次欸去看看誒苦骨前去哦日一起去用品曝光喔就喔就喔屬於去看口語卡卡可用一股輕鬆請求愛有空與土狗哦古給機車就好誒苦哦剛才擦五新莊區之子才是匙看此資格乾脆故意矮看誒幹哦估計採取愛苦苦與你他嚄個噢手上與其開口欸據輕武器完全愛科科誒就參加啊講欸顎骨可靠喔看看四嘎就褲褲哦與卡可能誒苦哦企鵝可思考喔幹誒就算家務鱷飼養幹誒過於要看喔開口欸齊奧去荃灣期刊欸講欸驕傲骨頭餐廳哦他誒褲褲與區繞行噢呢可用期間五萬個喔公司更有看看可以吳怒濤與相似性懊惱誒誒褲褲四哦公園故宮…完整評論完全抄襲……普特額輕武器欸去網咖欸他嚄按撥讀得讀體育課用心誒俄顧客喔幹哦光譜五套的圖預測係唔係惡化用戶魚類噢嘍呃庫克去荃灣區喔靠曹操好哦好用怒惱怒四塊錢次欸去看看誒苦骨前去哦日一起去用品曝光喔就喔就喔屬於去看口語卡卡可用一股輕鬆請求愛有空與土狗哦古給機車就好誒苦哦剛才擦五新莊區之子才是匙看此資格乾脆故意矮看誒幹哦估計採取愛苦苦與你他嚄個噢手上與其開口欸據輕武器完全愛科科誒就參加啊講欸顎骨可靠喔看看四嘎就褲褲哦與卡可能誒苦哦企鵝可思考喔幹誒就算家務鱷飼養幹誒過於要看喔開口欸齊奧去荃灣期刊欸講欸驕傲骨頭餐廳哦他誒褲褲與區繞行噢呢可用期間五萬個喔公司更有看看可以吳怒濤與相似性懊惱誒誒褲褲四哦公園故宮嚄誒他嚄嚄四你預估國與國賜給體育館喔，與國樂團誒苦。褲褲。荃灣區喔去喔七我阿財妻啊到達到呃看誒下次休息欸怒濃縮消息靠褲褲四看一看欸額頭欸配額去新宿紅色和誒女口感參觀喔喔幹哦就按嚄與官員全額去去誒苦愉快思考此新聞系懊悔誒苦司機哦給他欸透過誒去就哦佢呼籲黃死後老內建危機給他嗯談單都哦剛才輕鬆紅色可取胃口與好哦得單吃欸吃欸是誒取消嗯今兒吃而而俄軍與區區會員後恆日欸吃一以上他此以為禿頭哦他個月前哦下澳門愉,
3665,黃偉勳,2019年4月24日,1,0, 嘿嘿嘿~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~喔喔吃空氣喔次欸採取喔四欸吳科技戶以好奇號死喔好看喔十項全能喔是孩子氣和稀泥進行存戶還在求婚😎😎😍🙂😍😊😃😍😆😇😘🤗😃😁😙😐😁😙😁😙😂☺😄🤗😅🤗😅😃😚😄😘😄☺😃😚😙😁😙😁😚😂😅😍🤗😗~~~~~~~…… ！：＆；、：！“”！……。！：。~,
3666,李姿盈,2019年5月26日,1,1, 你們就是只能拿1星，因為你們偏袒了大陸，沒有中立立場就自然被唾棄，而且荒野行動才是真正的手遊吃雞，你們還是專心搞好電腦版的外掛問題吧，連電腦版都爛掉了，還來搞手遊……,
3667,仔仔,2019年5月26日,5,1, 這遊戲很好玩但是我要告訴留言的各位這不是台版是國際版現今台灣還沒被其他國家承認是一個國家所以只會用我國在外代表的旗幟（中華臺北）至於有人無法調語言說只能用簡體字我真的搞不懂你們到底會不會玩遊戲是不會去設定調嗎,
3668,Tangtang Kuo,2019年5月27日,5,3, 謝謝你，超負荷，這遊戲太好玩啦！！【PUBGM】遊戲性十足，精美的畫面加上細緻的操作，我玩過一次系列作就愛不釋手，現在我已經把房子賣掉儲值了870萬，準備在228公園長椅上好好享受這個遊戲！,
3669,呂俊緯,2019年5月24日,1,2, 沒有台灣國旗，爛，一星 就算知道是中國遊戲但也不需要矮化我們叫（中國台北）不改善就一星抵制,
3670,Ren Chen,2019年4月18日,1,3, 誰是Chinese Taipei ？ 要不要出來講清楚啊？ 中華民國不敢打台灣也不敢打 笑死 還敢回這是遊戲以外的內容？ 遊戲內自己打Chinese Taipei 難道不是嗎？,"HotCool Game2019年4月26日親愛的玩家， 您好！
關於您的問題，我們會幫您轉告相關單位做評估，也感謝您的建議與指教，若您有任何其他遊戲的問題，也歡迎至遊戲設定內的客戶服務或發電子郵件至pubg@hotcool.com.tw與我們聯繫。"
3671,劉美麗,2019年5月24日,5,1, 為什麼刪除了就沒辦法再重新下載 我是很好奇這個問題啦 不過開車有點bug 也是打 敵人時 會很卡 你可以新增那個台灣圖解嗎 還有可以更改 那個人物的角色 衣服 作者大大拜託你了,
3672,陳姸潔,2019年4月20日,1,2, 中國台北，還說不是遊戲的一部分，我聽你放屁，連遊戲都是紅的，垃圾 你可以收回妳的回覆了==，以為我沒腦袋不知道你只會重複同一句嗎 媽的還敢上架啊中國騰訊,"HotCool Game2019年4月20日親愛的玩家：
關於您的問題，我們會幫您轉告相關單位做評估，也感謝您的建議與指教，若您有任何其他遊戲的問題，也歡迎至遊戲設定內的客戶服務或發電子郵件至pubg@hotcool.com.tw與我們聯繫。"
3673,曾建文,2019年4月19日,1,1, 拉基 說什麼台服 大陸人也不會跑來玩這款 還中華台北勒 為了賺錢踐踏台灣真的有夠棒 撇除這些骯髒的面目 請問立體聲是在歪幾點 仿也仿不好 真的很可憐 再也不會載了 寧可玩陸版,
3674,王德發,2019年5月24日,1,2, 渣遊戲，給儲狗和中國人民玩的，我身為臺灣國民，我拒玩(雖然本來就不怎麼好玩),
3675,曾彥勛,2019年5月1日,1,2, 中華台北？？馬上解除安裝，一顆星還你，然後拒絕再聯絡，沒有該有的尊重，也懶得尊重貴公司，順道一提你們代言人找江西娜會不錯哦！,
3676,老揚陳揚翰,2019年4月21日,1,1, 能不能把台灣國旗加上去？我不求什麼我只求你們尊重台灣，還有你這是做給台灣人玩的你們這遊戲至少也用繁體中文吧！至少把國旗加上去嘛！很難嗎？,
3677,Elvis Ho,2019年5月31日,3,1, 笑死，各位腦殘留言前想一下。 跟中國公司開發的遊戲要求臺灣國旗，你們智商是多低？廠商想放也不敢放，更不用說他們本身也不見得認同臺灣的國籍。 別讓我覺得跟你們這些蠢貨同國很丟臉，真不爽就別玩，要求國旗是不是智障？這不是美國也不是日本公司出品。向全球在臺灣議題上最霸道又自我感覺特別良好的特殊國家要求國旗？你們還是多看點書用點腦別玩遊戲了。,
3678,葉帥帥,2019年4月21日,1,1, 雖然我很愛這遊戲，但沒有臺灣的國旗感覺就很差😐😭😒 其他國的朋友還問我 那是你們國家的國旗嗎？還有的就以為那是台灣的國旗 ，還我美麗的青天白日滿地紅國旗,
3679,馬偕許,2019年4月27日,1,1, 1.跟國際服一樣相較於國服較容易爆P 2.娛樂每場都要配很久 3.國旗呢？ 4.打五六場下來大概平均每場只遇到一個真人對手其它都是人機 5.嚴重卡頓還會閃退,
3680,陳俊橙,2019年4月21日,1,1, 我從s1賽季玩到現在都王牌了，可是現在一出又要重玩，還是玩舊的好了 而且我玩那麼舊都沒有真正的台灣國旗只有中華台北國旗。,
3681,絕風,2019年4月22日,1,1, 身為台灣的原住民卻看不到台灣國旗而是中華台北，你們如果這麼不尊重小心我把你們當山豬打，還老子國旗,
3682,祭瞳樹,2019年4月19日,1,1, 既然做成國際版又要上架，請尊重各各國家，也不要再說臺灣是中國的好嗎？臺灣是一個國家！不是中國的！簡體字就算了，沒🇹🇼的國旗這個我無法接受,
3683,肉片,2019年5月20日,4,1, 有一些小Bug，但整體跟國際服幾乎一模一樣，看到一些好笑的評論，什麼沒放中華民國國旗，你們知不知道中國的騰訊也是開發商之一啊...,
3684,晨羿,2019年5月11日,5,1, 跟新手講，一開始的幾場都是機器人，這算是給你練習，之後就比較多真人了。還有，排位越低機器人越多，不要再罵說什麼很多機器人了,
3685,小天,2019年4月28日,1,1, 幹什麼中華台北，要出就把我們台灣我們中華民國當成一個國家看至少也出個中華民國國旗，什麼兩岸一家親。幹！,
3686,Yoom Jack,2019年4月20日,1,1, 我襙 不是台版在裝啥逼 連個台灣的國旗都沒有 清一色全部阿六 還玩個屁阿 所謂的尊重是互相的 果斷移除 這種破遊戲跟本沒有存在的意義 台灣的黑客們 靠你們了 (如果我們現在不出聲 以後就沒有下一代會敢發出聲音),
3687,白熊,2019年5月24日,1,1, 中國台北是怎樣 亂取名字中國哪 來的台北好笑 中國臺灣更討厭 是中華民國,"HotCool Game2019年5月12日親愛的玩家您好，

感謝您寶貴的意見，我們已經記錄您的建議，並會努力提供一個更好的遊戲環境。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
3688,洪崇育,2019年4月19日,1,1, 既然都是說台灣版但沒自家國旗，而且一開始進去就是簡體版（還要自己改繁體版）跟本就是國際版的模式,
3689,子痕,2019年4月20日,1,2, 鳥遊戲！開什麼台服 ，開台服沒台灣國旗，爛死了連開遊戲都懶了。還刪留言垃圾遊戲,
3690,"錒誠,game實況",2019年4月19日,1,1, 還我台灣國旗，請尊重我們的 權利不要侮辱我們台灣 拜託，再不出我就要讓你們下遊戲，台灣同包一起幫忙,
3691,Silent Rookie,2019年5月10日,1,1, 很多人在靠北國旗的事情，但是其實…藍洞早被騰訊收買了，台灣國旗不給放。 藍洞拉G 騰訊也拉G,
3692,100人訂閱挑戰無影片,2019年5月19日,1,1, Bug太多 隊友講話完全聽不到 我朋友說有開 而且我們也實驗過了 請改善,"HotCool Game2019年5月20日親愛的特種兵，您好！

對於您所遇到的狀況，我們深感抱歉！
請您嘗試根據以下步驟解決您的問題：
1. 確認聲音設置中的相關選項是否已開啟，並正確選擇語音頻道，確保在聲音設置中選擇「Microphone」選項。
2. 確認您設備的聲音模式和音量皆已開啟而並非使用靜音模式
3. 重啟遊戲
4. 至【設定 - 聲音設定】確認語音音量皆已開啟
5. 確認遊戲中地圖左方的語音和聲音頻道已設定好

頻道：
全部 - 您能聽到頻道亦設為【全部】的玩家的語音，而頻道為【全部】的玩家也能聽到您的語音
部隊 - 您能聽到隊員的語音，隊員也能聽到您的語音
靜音 - 您不能聽到也不能使用語音

歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
3693,幼鴿,2019年4月19日,1,1, 爛透了，才剛準備要下載來試試看，就看到下面評論，原來裡面沒有台灣呀！那當然是立刻停止下載啊！還跟支那廢話？？？,
3694,Sam Lin,2019年4月19日,1,2, 原來手遊也要遵守奧會模式 貴公司的遊戲會在這次的奧運項目裡嗎？,
3695,柯春燕,2019年4月20日,1,1, 本來看了這遊戲很想玩玩看，但很可惜沒有台灣國旗，所以我順刪了，不屑玩不好意思了哦～,
3696,林祝誼,2019年4月20日,1,0, 看到留言沒中華民國國旗就直接停止下載 還沒有繁體字 跟本不尊重台灣人 給你一星 米舔共game,
3697,YU YANG LI,2019年6月4日,1,1, 垃圾政治手游，同樣的吃雞穩定性還不如山寨,
3698,陳芷葳,2019年4月27日,5,0, 這是 這是太晚好玩的 遊戲啊 我覺得還可以再改進一點 我平分給5顆星 其實我覺得還可以更新一些槍 我覺得還ok啦 每次殺人都會有一種很爽的感覺,
3699,王柏舜,2019年5月11日,1,0, 使用遠傳電信網路無法連接伺服器 以前都沒有問題 剛剛要玩就這樣 1星活該 搞了那麼久的ios上架問題 搞完了換搞壞伺服器,"HotCool Game2019年5月12日親愛的玩家，很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
3700,ZU Ruy,2019年4月19日,1,0, 會卡死 我玩國際版就沒這問題 搜人也搜很久 車子上下車會延遲 有時候聽到腳步聲地圖沒顯示腳步靠近方位,"HotCool Game2019年4月26日親愛的玩家，您好！
《絕地求生M》 目前對於Android設備的最低要求如下：
 -作業系統: Android 5.1.1 或以上
 -RAM:至少 2GB

若您的設備已達以上要求但問題仍發生，還請您確認以下幾點：
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 作業系統已更新。
- 充足的內存空間（至少4GB）
- 後台並無運行其他應用程式
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI）
- 刪除不必要程式並清除資料讓設備有更多空間
- 清除緩存
希望以上方式能夠解決您的問題。

若您有任何遊戲上的問題，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
3701,Jason Van,2019年4月25日,2,0, 準確來說 這是亞洲服 但是沒有國旗 確實是個大問題 各位不想玩的就別玩了 但是你們不能只單純說是台服 畢竟中國還是要在亞洲賺錢的,
3702,蔡彥翔,2019年5月7日,1,0, 為什麼沒有出ios系統的 還有外掛一堆 檢舉無效 你們是怎麼營運的 還是你們放任不管 趕快處理外掛 加上ios開放下載 等很久了欸,"HotCool Game2019年5月7日親愛的玩家，您好。

目前正在聯繫平台方確認IOS版本相關資訊，技術單位亦已緊急排查問題當中，
造成您的困擾，我們由衷的感到抱歉，並感謝您對於《絕地求生M》的支持。

關於外掛問題，很抱歉讓您遇到這樣的情況！
若遇此類情形，請您聯繫我們並盡可能提供相關資訊（如：角色ID，日期時間）和截圖，我們將仔細調查每一單舉報。若確認有玩家進行遊戲時使用非法程式破壞遊戲環境，進而影響多數玩家的遊戲體驗，對此我們絕不姑息，並根據調查結果採取必要行動。

若您未來還有任何建議或想法，歡迎隨時透過遊戲設定內的客服或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
3703,AT PAT,2019年5月11日,3,0, 單人組隊會遇到2人或4人的隊伍 奇怪設定 怎麼不設定單人 雙人 4人 組隊 遇到的隊伍 就是 對應的隊伍人數 另外台灣國旗不是中華台北這種會旗 請官方更正,
3704,張力中,2019年5月20日,1,0, 共產遊戲 沒有台灣國旗就算了 外掛又多 優化也做不好 台灣版個屁 媽的 大陸仔又多 糞game 狗屎投共垃圾遊戲,
3705,luo li kong,2019年5月21日,4,0, 為什麼不去下載國際服就好 同樣都是國際服何必等那麼多個月就為了台服單獨在google play上架 其實伺服器的國家地區都是一樣的,
3706,esson peng,2019年5月11日,5,0, 粗估額欸欸刺日死誒額是測傲昂自是測嗷嗷額喔喔傲是嗷嗷是傲是喔是喔誒是歐繞熱額是傲繞日喔是喔什什什是喔是預少少歐肉日喔熱肉勿擾是歐是武器是是魚肉繞喔是無是預需歐繞欸可文學肉熱學日語需繞喔是傲吃傲是喔喔誰喔吃欸吃喔可是我是惡少是傲是喔吃傲惡犬扼殺可惡少藝術上門 傲可入學傲喔開可預期我可火熱柔柔誒誒誒檻 。,
3707,林帥哥,2019年5月11日,5,0, 問題體驗工作一天吃團體投資議題你可曾看喔請參考也可以一個在硬體提供一個要有一個應該也可以也可以跟英國唷哥哥,
3708,幻影,2019年4月20日,5,0, 一堆有問題的這遊戲又不是你們開發的，然後一直在靠北沒有我們國旗我們國家就爛被瞧不起之後是要努力不是來給一星然後一直哭,
3709,游佳翔,2019年4月22日,1,0, 外掛非常多 一秒暴頭 飛天汽車 畫面卡頓 玩家隱身 隔牆射擊 隔牆燃燒彈 這些是基本 貴公司想必容許不平衡遊戲!,"HotCool Game2019年4月22日親愛的玩家，您好。
感謝您提供的寶貴意見！我們已經記錄您的建議，《絕地求生M》開發團隊將會盡力改善，感謝您的耐心與支持！若您有任何問題，也歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至pubgm@hotcool.com.tw與我們聯繫，我們將竭誠為您服務。"
3710,李鈺安,2019年5月4日,5,1, 跟刺激戰場一樣但如果加入可以雖時更換第一第三人稱會更好,
3711,我們這一家人生觀看到不過意不去了,2019年5月27日,5,2, 感謝廠商讓我們負荷有飯吃 遊戲好玩讚,
3712,阿ㄆㄧㄚˇ,2019年4月18日,1,0, 下載到一半就不能繼續下載 連玩都不能玩 是用手機網路 下載其他應用程式沒有問題 使用speed test 下載平均6.56Mbps 上載平均2.91Mbps 但是只要下載此app則沒有回應,"HotCool Game2019年4月26日親愛的玩家， 您好！
很抱歉讓你遇到這樣的狀況！我們很樂意為你解決任何你所遇到的問題。
為了避免這樣的情況，還請您確認：
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式
- 允許應用程式權限
- 安裝遊戲於內存空間而並非 SD 卡
- 充足的內存空間（至少4GB）
- 作業系統已更新。
同時這裡也建議您切換 3G/4G 至 WIFI 或更穩定的網路環境，以確認問題是否已解決。
若問題仍持續存在，請您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
3713,龜烏,2019年4月19日,5,1, 這個就騰訊做的遊戲 為什麼一堆人要求有台灣國旗 你們有看過中國出現中華民國國旗？,
3714,海神的全民槍戰,2019年4月20日,1,0, 你們是怎樣啊幹就已經出pubg 了還嗆官方 沒台灣國旗會死阿幹，另外小編不要看我沒打五顆星我打一顆星的原因是幫你們嗆這些屁孩,
3715,李嬰髦,2019年5月31日,1,0, 爛死了我網路滿格下到99%就從新下是怎樣了垃圾遊戲我連一星都不想給希望play商店可以出零星,"HotCool Game2019年6月1日親愛的玩家您好， 
目前 《絕地求生M》 最低要求為：
- 作業系統：Android 5.1.1 或以上
- RAM: 至少 2GB

若您的設備低於以上要求，還請您確認：
- 更新至最新的Android系統
- 充足的內存空間（最少 4GB）
- 訊號強且穩定的 WIFI （若問題仍發生可嘗試使用其他WIFI） 
- 後台並無運行其他應用程式

如問題持續存在，可再嘗試以下步驟：
- 強制關閉 Google Play Store 和 Google Play Services/Framework 並清除緩存
- 重新開機
- 於 Google Play sotre 上下載最新版本的遊戲
若仍無法解決，請您電郵至  pubgm@hotcool.com.tw  與我們聯繫，我們將竭誠為您服務。"
3716,陳弘,2019年4月19日,1,1, 第一我手機下載不能玩 三星S9+ 第二我也不想玩了 尊重一下中華民國國旗,
3717,月塑,2019年5月9日,1,0, 如果你想在台灣上市這款遊戲 請你有基本的尊重 為管你花多少錢作廣告 遊戲 YouTube推的多凶 你沒有台灣國旗 林北就是不爽 我不是故意要罵你 但是 你沒有台灣國旗 請你改進 謝謝^^,
3718,呂長興,2019年4月19日,1,1, 不改回青天白日國旗，我就給你一星，中華奧會 會旗是啥鳥,
3719,冰雷,2019年4月22日,1,0, 一個人沒能力但要是我去各大網站宣傳下你們明天可能就因為國旗被遊戲界封殺了,
3720,蘇惠珍,2019年6月1日,1,0, 逼課金 高端選手卡低排爛遊戲藍洞有病只想賺錢 藍洞讓大家回去我們熟悉的刺激戰場吧！,"HotCool Game2019年6月1日親愛的玩家，
感謝您寶貴的意見，我們很重視您的遊戲體驗。
為了解您本次評論的具體情形，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
3721,葉葉問,2019年4月18日,1,0, 都是一些廢物連壓槍也不會都是一些小孩在玩開語音時他們在唱小星星能不能關掉別人的麥，小孩子不會玩不要硬玩，不要罵髒話,"HotCool Game2019年4月26日親愛的玩家，您好！
感謝您寶貴的意見，我們很重視您的遊戲體驗。

若您未來還有任何建議或想法，歡迎您隨時透過遊戲設定內的客戶服務或發送郵件至  pubgm@hotcool.com.tw  與我們聯繫，並提供確切的詳細資訊，我們將竭誠為您服務。"
3722,SAPT,2019年4月20日,1,0, 沒有臺灣國旗 完全沒尊重臺灣主權 請各位看完這則評論 去右上角檢舉 讓他早點下價,
